Make,Model,Year,Engine Size,Mileage,Fuel Type,Transmission,Price,Car_Age
Honda,Model B,2010,1.3,120138,Diesel,Automatic,18557.87,15
BMW,Model E,2021,3.6,18798,Petrol,Manual,34000.68,4
Honda,Model C,2001,4.1,3444,Electric,Automatic,27137.59,24
Audi,Model A,2012,2.0,13234,Diesel,Automatic,33397.92,13
Ford,Model E,2011,2.9,153320,Diesel,Manual,23012.34,14
Honda,Model E,2011,2.6,2632,Diesel,Automatic,29865.53,14
Toyota,Model E,2011,1.9,144545,Electric,Automatic,20900.23,14
Ford,Model D,2017,3.6,173452,Diesel,Manual,26577.18,8
BMW,Model E,2015,2.9,56145,Petrol,Manual,29593.47,10
Audi,Model B,2017,1.2,19685,Diesel,Automatic,30724.83,8
Honda,Model A,2008,2.3,175813,Petrol,Manual,18687.8,17
Ford,Model C,2021,2.4,39225,Electric,Automatic,32630.96,4
Ford,Model D,2015,3.6,10090,Electric,Automatic,31024.84,10
BMW,Model E,2016,3.5,80496,Diesel,Automatic,28564.59,9
BMW,Model E,2017,1.1,74076,Diesel,Automatic,27602.64,8
BMW,Model D,2001,1.5,18394,Diesel,Automatic,20892.21,24
Ford,Model E,2007,2.2,99600,Electric,Manual,20706.59,18
Honda,Model B,2009,2.9,99600,Electric,Automatic,29116.88,16
Honda,Model E,2010,3.4,66663,Diesel,Automatic,24915.45,15
Ford,Model D,2017,2.9,157431,Diesel,Automatic,26052.31,8
Toyota,Model D,2013,3.3,46733,Diesel,Manual,30249.87,12
Toyota,Model A,2012,1.1,40033,Electric,Automatic,25449.66,13
Toyota,Model E,2004,3.5,114680,Diesel,Automatic,26107.23,21
Toyota,Model D,2021,1.2,117061,Petrol,Automatic,26408.8,4
Ford,Model A,2000,1.1,107101,Diesel,Automatic,18582.58,25
Toyota,Model C,2020,2.8,22244,Electric,Automatic,37830.53,5
Toyota,Model E,2007,1.2,82078,Petrol,Automatic,19370.9,18
Audi,Model C,2002,3.6,169044,Diesel,Manual,19813.82,23
Ford,Model D,2014,3.7,164019,Electric,Manual,24729.67,11
Audi,Model A,2015,2.2,110930,Electric,Automatic,24655.61,10
Audi,Model C,2008,3.0,94460,Diesel,Automatic,26912.65,17
Honda,Model E,2016,3.4,181919,Electric,Automatic,23270.15,9
Audi,Model E,2015,3.8,107662,Electric,Automatic,29921.25,10
Ford,Model C,2011,3.6,73,Electric,Automatic,32164.85,14
Ford,Model A,2004,2.2,163387,Petrol,Automatic,16651.82,21
Ford,Model B,2017,3.3,112627,Petrol,Automatic,27155.73,8
BMW,Model A,2019,2.8,106258,Diesel,Manual,29247.26,6
Ford,Model C,2016,3.3,60816,Diesel,Manual,31191.99,9
BMW,Model C,2019,1.3,191447,Electric,Manual,23708.54,6
Honda,Model C,2005,3.0,145781,Diesel,Automatic,20164.61,20
BMW,Model B,2014,2.7,25632,Petrol,Manual,30746.18,11
Audi,Model B,2020,3.8,123100,Petrol,Manual,29580.49,5
Ford,Model A,2007,1.0,121558,Petrol,Manual,17129.2,18
Toyota,Model B,2020,2.9,18569,Electric,Automatic,31245.36,5
Toyota,Model D,2014,2.2,168766,Petrol,Manual,23615.65,11
Audi,Model B,2012,2.4,149021,Diesel,Automatic,21146.56,13
Honda,Model D,2018,2.9,26156,Electric,Manual,33352.56,7
Honda,Model C,2010,4.1,163365,Electric,Manual,23867.03,15
Toyota,Model B,2016,1.8,130593,Diesel,Manual,23055.88,9
Honda,Model E,2007,4.3,8628,Diesel,Automatic,30757.37,18
Toyota,Model A,2010,1.2,189310,Petrol,Manual,18081.88,15
Honda,Model A,2004,3.2,53707,Petrol,Manual,20946.46,21
Honda,Model D,2016,3.8,7498,Electric,Manual,38015.68,9
Ford,Model A,2004,1.5,26920,Electric,Manual,20658.01,21
Honda,Model D,2015,1.2,49602,Petrol,Manual,25538.39,10
Honda,Model D,2002,3.3,11654,Petrol,Automatic,28667.87,23
Audi,Model D,2013,3.1,41405,Electric,Automatic,28988.47,12
Audi,Model E,2010,3.8,25972,Electric,Manual,34087.12,15
Ford,Model E,2009,3.7,136540,Electric,Manual,20600.27,16
BMW,Model C,2001,1.9,148357,Petrol,Manual,15888.18,24
BMW,Model B,2015,2.9,3796,Electric,Manual,30575.62,10
Ford,Model D,2021,3.2,42877,Diesel,Manual,33610.9,4
Ford,Model B,2006,4.2,23361,Electric,Automatic,27220.27,19
Audi,Model B,2004,1.6,80963,Petrol,Automatic,20235.84,21
Honda,Model E,2011,3.7,129649,Diesel,Automatic,23967.06,14
Toyota,Model A,2017,3.7,32918,Petrol,Automatic,30759.3,8
Ford,Model A,2007,3.9,6644,Petrol,Manual,35234.96,18
Audi,Model C,2009,2.2,45134,Petrol,Manual,18179.57,16
Audi,Model B,2016,2.0,92689,Petrol,Manual,24861.8,9
Audi,Model E,2008,1.4,156965,Diesel,Automatic,15142.42,17
Toyota,Model A,2002,1.4,133870,Petrol,Automatic,14711.97,23
BMW,Model A,2016,2.4,57143,Electric,Automatic,28898.16,9
Toyota,Model C,2017,3.6,133232,Petrol,Automatic,24963.5,8
Ford,Model B,2015,3.1,106860,Electric,Manual,30398.41,10
Toyota,Model E,2021,1.0,114624,Electric,Manual,26105.11,4
Audi,Model A,2016,2.0,61033,Petrol,Automatic,31835.06,9
Audi,Model A,2015,1.7,91302,Petrol,Automatic,24889.76,10
Audi,Model C,2020,4.4,191666,Petrol,Automatic,29101.29,5
Ford,Model E,2001,4.3,125114,Diesel,Manual,20536.79,24
Honda,Model E,2006,1.3,79757,Diesel,Automatic,20927.61,19
Honda,Model C,2015,2.0,180738,Diesel,Manual,18059.31,10
Ford,Model D,2010,1.8,38574,Petrol,Manual,25042.96,15
Audi,Model C,2016,3.2,55138,Diesel,Automatic,31850.2,9
Audi,Model C,2021,1.9,150018,Electric,Automatic,26293.16,4
Ford,Model D,2003,3.5,151705,Petrol,Manual,17863.49,22
Honda,Model C,2006,2.0,122514,Diesel,Automatic,21515.72,19
Honda,Model B,2016,3.8,90094,Electric,Automatic,30330.0,9
BMW,Model B,2021,2.4,188431,Diesel,Manual,27808.55,4
BMW,Model E,2007,2.0,156880,Diesel,Automatic,17621.32,18
Audi,Model B,2004,3.8,25786,Petrol,Manual,25903.53,21
Audi,Model E,2010,3.6,137492,Diesel,Automatic,23759.75,15
Honda,Model A,2015,1.9,193501,Diesel,Automatic,22253.39,10
Honda,Model A,2010,1.3,119410,Petrol,Automatic,22129.34,15
Audi,Model C,2012,4.0,116707,Electric,Automatic,27996.18,13
Toyota,Model B,2000,1.0,159750,Electric,Manual,12870.69,25
Toyota,Model B,2019,2.3,121720,Diesel,Automatic,28618.21,6
Audi,Model D,2009,2.9,172425,Electric,Automatic,21233.35,16
Honda,Model C,2011,3.5,175011,Petrol,Manual,20917.42,14
Toyota,Model B,2011,3.4,28039,Petrol,Manual,31751.47,14
BMW,Model C,2009,2.8,131713,Petrol,Automatic,23321.93,16
Honda,Model A,2007,2.7,175383,Diesel,Automatic,17561.99,18
Toyota,Model E,2005,4.1,10130,Diesel,Automatic,30037.38,20
BMW,Model A,2016,1.0,61182,Electric,Automatic,22759.26,9
Honda,Model A,2002,3.2,70621,Electric,Manual,21434.98,23
Audi,Model C,2013,2.8,83425,Petrol,Automatic,32299.19,12
Honda,Model E,2013,3.8,168365,Diesel,Automatic,25556.03,12
Toyota,Model B,2005,3.5,129996,Diesel,Manual,20323.42,20
BMW,Model B,2010,2.3,93856,Diesel,Automatic,25275.4,15
Toyota,Model A,2001,2.3,33099,Electric,Manual,24428.42,24
Ford,Model A,2010,2.0,185681,Petrol,Automatic,12776.08,15
BMW,Model E,2000,2.2,187637,Diesel,Automatic,10239.83,25
BMW,Model B,2016,1.6,7785,Diesel,Manual,26271.04,9
Ford,Model C,2003,3.3,159764,Petrol,Automatic,18610.32,22
BMW,Model D,2008,3.2,88143,Diesel,Automatic,23468.6,17
Ford,Model D,2013,4.0,7122,Petrol,Automatic,32362.42,12
BMW,Model C,2015,1.7,3936,Petrol,Manual,28489.99,10
Ford,Model C,2017,3.8,106844,Diesel,Manual,30538.29,8
BMW,Model A,2008,3.5,157204,Petrol,Automatic,20767.48,17
BMW,Model B,2013,3.2,64456,Electric,Manual,30571.56,12
Ford,Model E,2017,1.2,156215,Petrol,Manual,21953.99,8
Honda,Model B,2003,1.4,25563,Electric,Manual,18240.04,22
Audi,Model E,2006,2.8,2030,Diesel,Automatic,30767.19,19
Honda,Model E,2004,2.1,102420,Diesel,Manual,19075.85,21
Toyota,Model B,2013,3.3,32034,Diesel,Automatic,29059.18,12
Ford,Model A,2018,3.5,99600,Electric,Automatic,36116.68,7
Honda,Model A,2014,4.2,175161,Electric,Automatic,25287.11,11
Ford,Model E,2021,1.6,51879,Electric,Manual,28239.2,4
Honda,Model D,2015,1.1,83093,Electric,Automatic,25543.08,10
Honda,Model C,2016,2.9,178491,Diesel,Automatic,22264.87,9
Audi,Model C,2010,2.4,48401,Petrol,Automatic,31517.22,15
Ford,Model B,2004,2.9,131403,Petrol,Manual,16817.15,21
Ford,Model D,2004,2.3,86164,Petrol,Automatic,20928.17,21
Audi,Model C,2013,1.2,168494,Diesel,Automatic,18014.43,12
Honda,Model C,2010,1.5,100532,Diesel,Automatic,22650.14,15
Ford,Model A,2011,1.5,71461,Electric,Manual,25362.87,14
Honda,Model E,2017,2.3,144210,Electric,Automatic,27590.57,8
Honda,Model E,2012,3.4,46783,Diesel,Automatic,32109.08,13
Honda,Model B,2008,2.8,161156,Diesel,Manual,23983.06,17
Toyota,Model E,2009,2.4,99600,Diesel,Manual,20096.49,16
Toyota,Model D,2001,2.7,20530,Electric,Manual,23825.31,24
Honda,Model D,2015,2.4,139778,Petrol,Automatic,23781.19,10
Ford,Model C,2001,3.4,96202,Petrol,Automatic,19962.56,24
BMW,Model A,2015,1.1,186719,Petrol,Manual,22493.79,10
Ford,Model C,2000,4.1,168170,Electric,Manual,21478.73,25
Ford,Model D,2006,2.8,119728,Petrol,Automatic,23307.98,19
BMW,Model D,2006,2.8,108283,Petrol,Automatic,21953.45,19
Toyota,Model A,2020,3.6,152295,Electric,Automatic,28362.42,5
Toyota,Model E,2008,2.3,70183,Petrol,Manual,25499.41,17
Ford,Model C,2005,2.0,64286,Electric,Manual,19726.16,20
Toyota,Model E,2009,4.2,98294,Diesel,Manual,26256.77,16
Honda,Model B,2003,2.9,188463,Electric,Automatic,15800.5,22
Audi,Model B,2008,2.7,186477,Electric,Manual,20247.22,17
BMW,Model E,2009,2.8,20459,Electric,Manual,33004.04,16
Honda,Model C,2016,2.0,150689,Diesel,Automatic,23656.76,9
Honda,Model B,2002,2.1,150004,Petrol,Automatic,16566.82,23
Ford,Model A,2001,4.3,129599,Electric,Manual,20996.92,24
BMW,Model D,2021,3.9,80509,Diesel,Manual,36552.97,4
Honda,Model D,2007,1.7,10250,Diesel,Automatic,26258.16,18
Ford,Model E,2005,2.7,183889,Electric,Automatic,17857.87,20
Toyota,Model E,2011,3.7,98272,Petrol,Automatic,25579.82,14
Honda,Model B,2021,4.4,53890,Diesel,Automatic,33821.69,4
Ford,Model B,2018,4.3,2961,Petrol,Manual,35508.86,7
Audi,Model D,2005,1.7,162544,Diesel,Manual,15193.76,20
Toyota,Model D,2001,3.6,185505,Diesel,Manual,18820.12,24
Toyota,Model B,2014,4.5,48394,Diesel,Manual,32842.45,11
Audi,Model C,2018,1.4,73336,Diesel,Automatic,24798.0,7
BMW,Model B,2016,3.4,28806,Electric,Manual,33076.11,9
Audi,Model C,2016,2.1,43748,Diesel,Manual,30494.94,9
Audi,Model B,2006,3.6,189206,Diesel,Automatic,19154.56,19
Honda,Model E,2006,2.7,161987,Diesel,Automatic,17468.53,19
Toyota,Model C,2000,1.6,127058,Electric,Automatic,16016.26,25
Ford,Model D,2003,3.6,122214,Petrol,Automatic,16360.82,22
Toyota,Model A,2005,4.0,118163,Electric,Automatic,18586.76,20
BMW,Model B,2002,3.3,58568,Diesel,Manual,22475.4,23
Toyota,Model E,2001,1.4,93904,Electric,Automatic,19842.06,24
Honda,Model C,2021,2.2,115129,Electric,Manual,26236.68,4
Ford,Model E,2019,3.8,23670,Electric,Automatic,35639.41,6
Toyota,Model E,2004,4.4,90027,Petrol,Automatic,28969.15,21
BMW,Model E,2012,2.6,4491,Electric,Manual,28116.81,13
Toyota,Model C,2001,3.1,7005,Electric,Automatic,25388.28,24
Toyota,Model B,2011,3.4,158799,Petrol,Automatic,22440.13,14
Audi,Model C,2004,2.0,27947,Electric,Manual,23461.12,21
Honda,Model B,2011,4.1,15020,Diesel,Automatic,31148.19,14
Ford,Model D,2004,1.9,144753,Electric,Automatic,18781.02,21
Toyota,Model C,2006,1.8,145785,Petrol,Manual,17470.0,19
Toyota,Model A,2019,4.0,155283,Petrol,Automatic,30801.48,6
Ford,Model C,2017,2.7,109894,Petrol,Manual,27714.16,8
Toyota,Model A,2001,1.7,36872,Electric,Manual,18333.03,24
Ford,Model A,2009,1.9,79948,Diesel,Automatic,23003.38,16
Honda,Model A,2019,3.9,21015,Electric,Manual,35855.88,6
Audi,Model B,2007,3.9,160350,Diesel,Automatic,23123.93,18
Honda,Model C,2018,3.1,56060,Petrol,Automatic,27813.04,7
Ford,Model D,2018,1.3,39974,Petrol,Manual,29022.1,7
Audi,Model E,2018,3.7,80656,Electric,Automatic,30557.94,7
Audi,Model D,2021,4.4,54741,Diesel,Manual,31596.87,4
BMW,Model C,2020,1.2,100982,Diesel,Manual,26774.81,5
Audi,Model E,2002,1.6,129348,Petrol,Automatic,17316.19,23
Ford,Model E,2007,1.9,56246,Diesel,Automatic,22628.27,18
BMW,Model E,2018,4.1,151421,Electric,Manual,29275.59,7
Audi,Model B,2010,2.4,162654,Electric,Manual,24067.74,15
Toyota,Model E,2015,2.5,110996,Petrol,Automatic,24711.57,10
Honda,Model B,2019,4.1,110814,Electric,Automatic,28993.33,6
Toyota,Model D,2015,1.1,69659,Diesel,Automatic,28132.46,10
Toyota,Model A,2020,3.9,170441,Petrol,Manual,26943.34,5
Toyota,Model E,2001,3.0,183436,Electric,Manual,18244.25,24
Toyota,Model E,2005,1.6,177273,Petrol,Automatic,15398.02,20
Ford,Model A,2020,4.2,106773,Diesel,Automatic,29898.81,5
Toyota,Model C,2005,4.4,55828,Electric,Automatic,28197.24,20
Ford,Model B,2015,3.6,106856,Electric,Automatic,30882.31,10
Ford,Model D,2007,1.4,160549,Electric,Manual,16872.77,18
BMW,Model B,2003,3.9,187685,Electric,Automatic,21376.32,22
Audi,Model C,2010,3.5,189537,Petrol,Automatic,23215.49,15
Toyota,Model A,2009,2.7,141781,Petrol,Manual,21162.19,16
Ford,Model B,2021,3.3,13077,Diesel,Automatic,33884.93,4
Honda,Model C,2011,3.8,117131,Petrol,Manual,26570.18,14
Toyota,Model A,2008,4.4,17791,Petrol,Automatic,30530.78,17
Ford,Model E,2014,2.8,178965,Petrol,Automatic,19336.99,11
Audi,Model E,2006,1.6,21524,Diesel,Automatic,22488.12,19
Audi,Model B,2002,1.5,39767,Petrol,Automatic,19940.41,23
Toyota,Model D,2006,2.5,197791,Diesel,Manual,17717.91,19
Ford,Model B,2003,1.8,85263,Petrol,Automatic,19629.49,22
BMW,Model B,2007,1.4,121222,Diesel,Automatic,20217.26,18
Toyota,Model E,2016,2.8,48573,Diesel,Automatic,26054.04,9
Toyota,Model D,2014,3.4,113156,Electric,Automatic,24806.79,11
Toyota,Model E,2007,1.5,6747,Electric,Automatic,25113.07,18
Audi,Model A,2002,2.2,139759,Diesel,Manual,14947.07,23
Toyota,Model E,2002,4.0,169743,Diesel,Automatic,19334.69,23
Toyota,Model C,2010,3.7,124434,Diesel,Manual,24923.07,15
BMW,Model B,2011,2.3,198079,Petrol,Automatic,21282.36,14
Honda,Model C,2017,2.5,109181,Electric,Manual,25099.69,8
Audi,Model B,2008,3.6,32146,Petrol,Automatic,27990.58,17
Honda,Model A,2017,3.4,158427,Electric,Manual,27162.34,8
Honda,Model E,2006,3.7,43743,Petrol,Automatic,27915.69,19
Toyota,Model B,2021,2.3,116106,Electric,Manual,30417.85,4
BMW,Model D,2020,2.5,144985,Electric,Automatic,24093.51,5
Toyota,Model A,2016,3.9,106083,Petrol,Automatic,29679.93,9
Honda,Model A,2007,3.1,36085,Petrol,Automatic,29964.58,18
Honda,Model A,2000,3.9,16620,Petrol,Manual,25142.31,25
Audi,Model D,2001,4.4,18069,Electric,Automatic,26865.18,24
BMW,Model B,2018,3.2,140470,Electric,Automatic,27682.69,7
Honda,Model E,2002,2.8,91336,Petrol,Manual,23220.4,23
Toyota,Model A,2013,3.1,180847,Electric,Automatic,22662.39,12
Honda,Model D,2011,2.0,33563,Petrol,Automatic,28869.52,14
Honda,Model E,2011,1.0,114284,Diesel,Automatic,17767.38,14
Ford,Model A,2005,1.7,183829,Petrol,Manual,15594.71,20
Audi,Model A,2017,3.6,192741,Petrol,Automatic,27514.69,8
Ford,Model A,2016,2.9,115591,Diesel,Automatic,27351.36,9
Ford,Model B,2008,2.8,90111,Electric,Automatic,23340.74,17
Toyota,Model E,2011,1.9,65858,Petrol,Manual,25042.06,14
BMW,Model D,2001,1.8,105704,Electric,Manual,17538.62,24
Ford,Model A,2007,4.3,54044,Electric,Manual,29201.58,18
Toyota,Model B,2019,1.0,194087,Petrol,Manual,19325.63,6
Ford,Model A,2008,2.9,117553,Diesel,Manual,23492.78,17
Honda,Model D,2004,4.0,71388,Electric,Manual,25561.97,21
Honda,Model E,2021,4.3,8647,Diesel,Automatic,37984.83,4
Audi,Model C,2000,4.4,15077,Diesel,Manual,28244.65,25
Ford,Model D,2020,3.9,125622,Electric,Automatic,31722.64,5
Toyota,Model D,2008,2.0,23567,Electric,Automatic,25427.92,17
Audi,Model E,2001,2.0,5729,Diesel,Automatic,23177.83,24
BMW,Model E,2010,3.5,11590,Petrol,Manual,30592.24,15
BMW,Model D,2002,3.0,64896,Electric,Automatic,21461.43,23
Ford,Model B,2012,4.2,57587,Diesel,Manual,29254.36,13
Honda,Model C,2004,2.0,61473,Diesel,Automatic,20859.85,21
BMW,Model A,2019,1.0,187633,Diesel,Automatic,22791.36,6
Toyota,Model A,2014,1.4,68983,Petrol,Manual,22063.69,11
Honda,Model B,2000,1.8,51517,Diesel,Manual,20407.4,25
Ford,Model B,2006,2.5,136695,Petrol,Automatic,21647.64,19
BMW,Model A,2009,3.2,80840,Electric,Manual,22264.88,16
Audi,Model E,2009,2.8,81285,Diesel,Automatic,22280.1,16
BMW,Model C,2003,2.3,172880,Diesel,Manual,19335.96,22
Toyota,Model C,2016,1.8,14422,Petrol,Manual,29718.96,9
Honda,Model B,2009,2.2,133049,Diesel,Manual,19670.11,16
Honda,Model A,2012,3.3,163544,Electric,Automatic,23063.05,13
Audi,Model D,2014,4.2,115169,Diesel,Manual,32707.43,11
Ford,Model A,2000,1.5,116598,Petrol,Manual,14579.93,25
Toyota,Model D,2015,1.9,185016,Electric,Manual,19855.34,10
Audi,Model C,2008,3.3,133034,Diesel,Manual,21277.52,17
Toyota,Model B,2008,2.8,5523,Electric,Automatic,28411.64,17
BMW,Model C,2010,1.2,63446,Petrol,Manual,19418.9,15
Audi,Model C,2017,4.4,130579,Petrol,Automatic,29755.67,8
Toyota,Model C,2019,4.0,19299,Diesel,Automatic,38053.17,6
Toyota,Model A,2020,2.1,1179,Electric,Automatic,31316.65,5
BMW,Model D,2002,3.3,154987,Electric,Automatic,19863.64,23
BMW,Model D,2012,1.1,79112,Electric,Automatic,27094.24,13
Honda,Model C,2017,3.3,74006,Electric,Manual,28104.38,8
Audi,Model D,2004,1.1,60037,Petrol,Automatic,18289.05,21
BMW,Model A,2004,3.5,170404,Diesel,Automatic,19946.29,21
BMW,Model B,2012,3.4,168345,Electric,Manual,23942.92,13
Honda,Model C,2013,3.8,101813,Petrol,Manual,28258.87,12
Honda,Model A,2009,2.7,162049,Diesel,Automatic,24304.37,16
Ford,Model D,2005,3.5,132382,Diesel,Manual,20584.47,20
BMW,Model D,2004,4.0,145833,Petrol,Manual,20104.08,21
Audi,Model A,2007,3.2,15507,Petrol,Automatic,28658.74,18
Honda,Model C,2018,3.1,62294,Diesel,Manual,31090.62,7
BMW,Model E,2016,1.7,74019,Diesel,Manual,26096.47,9
Audi,Model E,2004,1.3,37473,Petrol,Manual,21775.91,21
Toyota,Model A,2016,2.3,4165,Petrol,Manual,31280.03,9
Audi,Model D,2004,2.3,24630,Diesel,Automatic,26392.33,21
Ford,Model E,2013,2.0,64430,Electric,Manual,30600.75,12
Toyota,Model E,2010,2.4,178269,Diesel,Automatic,19082.62,15
Ford,Model B,2014,2.1,154099,Petrol,Manual,24311.99,11
Ford,Model D,2021,2.5,31600,Electric,Automatic,32341.77,4
Audi,Model B,2005,3.2,25785,Electric,Automatic,25056.78,20
BMW,Model D,2018,1.1,132495,Electric,Automatic,22063.89,7
Toyota,Model D,2013,3.7,147563,Electric,Automatic,25458.34,12
BMW,Model A,2004,4.5,139863,Diesel,Automatic,24757.51,21
Audi,Model A,2007,3.0,88625,Diesel,Manual,25587.68,18
BMW,Model B,2003,1.8,80567,Electric,Manual,20500.36,22
BMW,Model A,2003,2.0,111132,Petrol,Manual,16211.46,22
Audi,Model E,2018,2.2,161689,Electric,Automatic,26800.87,7
Toyota,Model A,2008,3.1,4695,Petrol,Manual,32050.77,17
Honda,Model E,2004,3.3,68453,Electric,Manual,23615.97,21
BMW,Model A,2018,1.5,70669,Electric,Manual,29423.34,7
Audi,Model A,2002,3.9,91364,Electric,Automatic,24610.55,23
Honda,Model A,2012,1.0,155607,Electric,Automatic,18632.36,13
Audi,Model A,2008,2.1,164854,Electric,Automatic,19685.98,17
Audi,Model D,2015,2.2,43701,Electric,Automatic,31177.78,10
Toyota,Model D,2017,1.5,63720,Electric,Automatic,28060.34,8
Ford,Model C,2001,3.1,156240,Petrol,Manual,18065.92,24
Ford,Model E,2013,2.7,58193,Petrol,Automatic,29798.12,12
BMW,Model B,2018,2.7,37310,Electric,Automatic,31880.11,7
Ford,Model B,2005,2.9,127107,Petrol,Automatic,21735.41,20
BMW,Model D,2000,4.3,180849,Petrol,Automatic,17272.55,25
Honda,Model D,2008,2.6,121778,Petrol,Automatic,20933.11,17
BMW,Model B,2018,2.0,130972,Electric,Manual,23069.24,7
Audi,Model C,2000,1.2,138524,Electric,Automatic,15991.32,25
Honda,Model C,2012,2.2,157385,Diesel,Manual,20485.43,13
Toyota,Model B,2020,1.3,53282,Petrol,Manual,29298.96,5
Audi,Model B,2009,1.5,103652,Electric,Automatic,18414.23,16
Toyota,Model D,2005,2.5,187867,Diesel,Manual,16600.49,20
Ford,Model B,2020,2.4,42271,Petrol,Automatic,31930.16,5
Audi,Model A,2011,3.1,8471,Electric,Automatic,26921.18,14
BMW,Model D,2016,4.4,148548,Diesel,Automatic,29568.91,9
Honda,Model D,2012,3.5,37739,Electric,Automatic,27673.35,13
Toyota,Model E,2020,4.0,112123,Diesel,Manual,33856.8,5
Honda,Model C,2021,1.1,178622,Electric,Automatic,24969.6,4
Ford,Model B,2006,1.1,40464,Petrol,Automatic,22383.73,19
Honda,Model C,2003,2.3,44733,Electric,Automatic,21358.34,22
Toyota,Model C,2017,2.3,95203,Electric,Manual,26874.42,8
BMW,Model C,2005,2.4,81682,Diesel,Automatic,22115.07,20
Ford,Model A,2013,1.4,22500,Diesel,Manual,24089.19,12
BMW,Model A,2001,1.4,27217,Electric,Automatic,23438.07,24
Audi,Model C,2019,2.1,14272,Electric,Automatic,32986.54,6
Toyota,Model B,2005,3.6,113290,Electric,Manual,21166.93,20
Ford,Model D,2006,1.7,128256,Electric,Automatic,21592.07,19
Honda,Model C,2013,1.5,55820,Diesel,Automatic,26194.38,12
Ford,Model E,2019,1.9,78216,Petrol,Manual,26840.05,6
Audi,Model D,2008,1.2,3728,Diesel,Automatic,24888.66,17
Ford,Model A,2011,1.6,89553,Petrol,Manual,23055.69,14
Honda,Model E,2008,3.9,40396,Petrol,Manual,32246.3,17
Toyota,Model C,2000,2.4,14822,Petrol,Manual,23366.11,25
Honda,Model B,2021,2.0,6224,Electric,Automatic,32822.1,4
Ford,Model E,2012,2.8,59024,Electric,Automatic,33241.96,13
Ford,Model A,2005,2.0,109293,Electric,Automatic,21091.47,20
Ford,Model B,2016,1.2,117973,Electric,Manual,24243.62,9
BMW,Model B,2020,4.3,129428,Diesel,Automatic,31543.55,5
Honda,Model A,2003,3.4,12812,Diesel,Manual,27207.21,22
Honda,Model C,2008,3.4,50657,Petrol,Manual,27241.04,17
BMW,Model A,2007,1.6,166377,Diesel,Automatic,19024.21,18
BMW,Model A,2021,2.4,141383,Diesel,Automatic,26237.55,4
Honda,Model A,2007,2.9,137606,Petrol,Automatic,20749.23,18
Honda,Model D,2004,4.0,74091,Diesel,Manual,27447.02,21
BMW,Model B,2021,2.3,44349,Petrol,Manual,31606.97,4
Audi,Model A,2021,1.7,30897,Diesel,Automatic,31450.72,4
BMW,Model B,2018,2.7,22325,Diesel,Automatic,30622.27,7
Toyota,Model E,2001,3.0,65912,Petrol,Manual,25830.93,24
Toyota,Model B,2021,3.8,186983,Electric,Manual,28054.3,4
Audi,Model D,2006,2.3,7148,Electric,Manual,23515.47,19
Toyota,Model D,2021,2.8,16849,Diesel,Automatic,38889.18,4
Ford,Model B,2014,3.4,173425,Petrol,Manual,23599.75,11
Toyota,Model C,2009,1.1,119382,Petrol,Manual,21721.98,16
Honda,Model C,2018,3.7,166885,Petrol,Manual,25244.51,7
Toyota,Model A,2003,1.5,42447,Electric,Manual,24806.79,22
Honda,Model A,2008,4.3,115446,Electric,Automatic,24410.27,17
Honda,Model C,2011,1.7,38989,Petrol,Manual,22488.8,14
Honda,Model D,2015,1.4,141353,Petrol,Automatic,23180.24,10
Toyota,Model E,2019,3.8,118239,Electric,Manual,28553.73,6
Honda,Model A,2019,1.9,74343,Electric,Automatic,28093.31,6
Audi,Model C,2009,3.2,189508,Electric,Manual,19934.05,16
Toyota,Model C,2000,1.1,44449,Petrol,Manual,18814.61,25
BMW,Model B,2012,4.3,49639,Petrol,Automatic,32143.19,13
Audi,Model A,2008,2.5,182345,Electric,Manual,18355.03,17
Toyota,Model B,2004,3.9,119088,Electric,Automatic,23293.33,21
BMW,Model C,2006,2.6,21101,Electric,Manual,25848.17,19
Toyota,Model C,2015,4.0,129216,Petrol,Manual,29316.31,10
Ford,Model B,2002,3.7,145854,Petrol,Manual,16947.87,23
Toyota,Model C,2010,3.8,95231,Petrol,Automatic,30711.84,15
Honda,Model D,2001,4.2,199708,Electric,Manual,15694.69,24
