Title,URL,Registration Year,Make,Model,Trim,KMs Driven,No. of Owners,Transmission,Fuel Type,Body Type,Registration,Location
2021 Mahindra XUV300 W8 Petrol,https://droom.in/product/mahindra-xuv300-w8-petrol-2021-6738b3b6b9bf7001058b457a,2021,Mahindra,XUV300,W8 PETROL,55000.0,1.0,Manual,Petrol,SUV,HR 76,Gurgaon
2015 Mahindra XUV500 W4,https://droom.in/product/mahindra-xuv500-w4-2015-679c8e53a97b51f9018b4567,2015,Mahindra,XUV500,W4,68000.0,1.0,Manual,Diesel,SUV,DL 7C,Delhi
2011 BMW 3 Series 320d,https://droom.in/product/bmw-3-series-320d-2011-69244650f16a518b058b4569,2011,BMW,3 Series,320D,95000.0,2.0,Automatic,Diesel,Sedan,HR 70,Dehradun
2015 Hyundai Creta 1.6 SX Diesel,https://droom.in/product/hyundai-creta-16-sx-diesel-2015-67a072887ed669bd5f8b4567,2015,Hyundai,Creta,1.6 SX Diesel,65000.0,1.0,Manual,Diesel,SUV,DL 10,Delhi
2016 Honda Amaze 1.2 S i-VTEC,https://droom.in/product/honda-amaze-12-s-i-vtec-2016-6811ead8bc8f4d9b1b8b45c0,2016,Honda,Amaze,1.2 S I-VTEC,51000.0,2.0,Manual,Petrol,Sedan,DL 1C,Delhi
2022 Renault Kwid CLIMBER 1.0 AMT (O) Dual Tone,https://droom.in/product/renault-kwid-climber-10-amt-o-dual-tone-2022-68a866d45d234f19058b456e,2022,Renault,KWID,CLIMBER 1.0 AMT (O) Dual Tone,17000.0,1.0,Automated Manual Transmission,Petrol,Hatchback,KA 22,Bangalore
2014 Hyundai Grand i10 Magna 1.2 Kappa VTVT,https://droom.in/product/hyundai-grand-i10-magna-12-kappa-vtvt-2014-6821b5f478756faf058b458d,2014,Hyundai,Grand i10,MAGNA 1.2 KAPPA VTVT,90000.0,1.0,Manual,Petrol,Hatchback,DL 8C,Delhi
2021 Maruti Suzuki Wagon R LXi 1.0 CNG BS6,https://droom.in/product/maruti-suzuki-wagon-r-lxi-10-cng-bs6-2021-673b1da24de55754778b45ec,2021,Maruti Suzuki,Wagon R,LXI 1.0 CNG BS6,36000.0,1.0,Manual,Petrol + CNG,Hatchback,DL 9C,Delhi
2014 Hyundai Xcent S 1.2 OPT,https://droom.in/product/hyundai-xcent-s-12-opt-2014-67a2f6c2088352f4058b4587,2014,Hyundai,Xcent,S 1.2 OPT,64000.0,1.0,Manual,Petrol,Sedan,DL 6C,Delhi
2013 Maruti Suzuki Swift DZire LXi,https://droom.in/product/maruti-suzuki-swift-dzire-lxi-2013-69146fbd29d551ae048b458b,2013,Maruti Suzuki,Swift Dzire,LXI,140535.0,3.0,Manual,Petrol,Sedan,OD 02,Bhubaneswar
2016 Honda City VX CVT i-VTEC,https://droom.in/product/honda-city-vx-cvt-i-vtec-2016-6738d57fc28a75fd088b45fa,2016,Honda,City,VX CVT I-VTEC,69000.0,1.0,Automatic,Petrol,Sedan,DL 6C,Delhi
2015 Honda CR-V 2.4L 4WD AT,https://droom.in/product/honda-cr-v-24l-4wd-at-2015-6924178ee6846a1f058b458a,2015,Honda,CR-V,2.4L 4WD AT,60573.0,1.0,Automatic,Petrol,SUV,MH 01,Mumbai
2017 Maruti Suzuki Ignis Delta 1.2 MT,https://droom.in/product/maruti-suzuki-ignis-delta-12-mt-2017-692054440d866f09058b45c3,2017,Maruti Suzuki,Ignis,DELTA 1.2 MT,42607.0,3.0,Manual,Petrol,Hatchback,MH 12,Mumbai
2015 Honda City SV i-VTEC,https://droom.in/product/honda-city-sv-i-vtec-2015-6738b72db9bf70e0048b457a,2015,Honda,City,SV I-VTEC,84000.0,1.0,Manual,Petrol,Sedan,HR 51,Gurgaon
2022 Honda Amaze 1.2 S MT Petrol,https://droom.in/product/honda-amaze-12-s-mt-petrol-2022-67b6ef19ece973a4798b4597,2022,Honda,Amaze,1.2 S MT PETROL,50736.0,1.0,Manual,Petrol,Sedan,MP 04,Bhopal
2023 BMW X7 xDrive40i M Sport,https://droom.in/product/bmw-x7-xdrive40i-m-sport-2023-679b7bcef5e769b4058b4570,2023,BMW,X7,xDrive40i M Sport,15000.0,1.0,Automatic,Hybrid,SUV,UP 16,Delhi
2017 Maruti Suzuki Ertiga VDi SHVS,https://droom.in/product/maruti-suzuki-ertiga-vdi-shvs-2017-6799fc73a0246a85078b459c,2017,Maruti Suzuki,Ertiga,VDI SHVS,62412.0,1.0,Manual,Diesel,MUV,DL 12,Delhi
2011 Hyundai i20 Magna 1.2,https://droom.in/product/hyundai-i20-magna-12-2011-67710953d10f6dfb248b4586,2011,Hyundai,i20,MAGNA 1.2,85143.0,2.0,Manual,Petrol,Hatchback,DL 8C,Delhi
2016 Maruti Suzuki Baleno Delta 1.2,https://droom.in/product/maruti-suzuki-baleno-delta-12-2016-6800a060252a6a1d798b457b,2016,Maruti Suzuki,Baleno,DELTA 1.2,69000.0,1.0,Manual,Petrol,Hatchback,DL 9C,Delhi
2015 Mercedes-Benz E-Class E 200 AVANTGARDE,https://droom.in/product/mercedes-benz-e-class-e-200-avantgarde-2015-673b17a725a86f29068b457c,2015,Mercedes-Benz,E-Class,E 200 AVANTGARDE,29000.0,1.0,Automatic,Petrol,Sedan,HR 26,Delhi
2016 Honda Amaze 1.2 S i-VTEC,https://droom.in/product/honda-amaze-12-s-i-vtec-2016-6738b0e7c28a7596098b45c3,2016,Honda,Amaze,1.2 S I-VTEC,64000.0,1.0,Manual,Petrol,Sedan,DL 3C,Gurgaon
2021 Lamborghini Huracan Evo Spyder AWD,https://droom.in/product/lamborghini-huracan-evo-spyder-awd-2021-6836e6a34de557b86d8b45b0,2021,Lamborghini,Huracan,Evo Spyder AWD,12000.0,2.0,Automatic,Petrol,Sports,HP 11,delhi
2017 Maruti Suzuki Ciaz VDi+ SHVS,https://droom.in/product/maruti-suzuki-ciaz-vdi-shvs-2017-6821b7fdbe20514e288b4577,2017,Maruti Suzuki,Ciaz,VDI+ SHVS,62000.0,1.0,Manual,Diesel,Sedan,DL 8C,Delhi
2019 Mahindra Scorpio S7 120 bhp 2WD,https://droom.in/product/mahindra-scorpio-s7-120-bhp-2wd-2019-679c75f526d569f7058b45c1,2019,Mahindra,Scorpio,S7 120 BHP 2WD,72000.0,1.0,Manual,Diesel,SUV,DL 8C,Gurgaon
2016 Honda Amaze 1.5 SX i-DTEC,https://droom.in/product/honda-amaze-15-sx-i-dtec-2016-6954f436956c4fcd048b4585,2016,Honda,Amaze,1.5 SX I-DTEC,82257.0,1.0,Manual,Diesel,Sedan,TN 09,Chennai
2022 Toyota Fortuner Legender 2.8 4x4 AT,https://droom.in/product/toyota-fortuner-legender-28-4x4-at-2022-67f25e945a4b5305058b4575,2022,Toyota,Fortuner,Legender 2.8 4x4 AT,500.0,1.0,Automatic,Diesel,SUV,UP 15,jaipur
2018 Toyota Etios Vx(o),https://droom.in/product/toyota-etios-vxo-2018-67710bdcaf2f76d1058b45cf,2018,Toyota,Etios,VX,73649.0,1.0,Automatic,Electric,Road,HR 29,Delhi
2019 Maruti Suzuki Alto 800 LXi,https://droom.in/product/maruti-suzuki-alto-800-lxi-2019-681efcf6163c6cd3678b457d,2019,Maruti Suzuki,Alto 800,LXI,55000.0,1.0,Manual,Petrol,Hatchback,DL 8C,Delhi
2016 Honda Amaze 1.2 S i-VTEC,https://droom.in/product/honda-amaze-12-s-i-vtec-2016-67389987c28a75e2098b45e1,2016,Honda,Amaze,1.2 S I-VTEC,66000.0,1.0,Manual,Petrol,Sedan,HR 29,Delhi
2021 MG Gloster Sharp 2.0 Twin Turbo 6 STR 4WD,https://droom.in/product/mg-gloster-sharp-20-twin-turbo-6-str-4wd-2021-681c94c7938d4fa1668b45a8,2021,MG,Gloster,SHARP 2.0 TWIN TURBO 6 STR 4WD,75000.0,1.0,Automatic,Diesel,SUV,DL 8C,Delhi
2019 Maruti Suzuki Swift VXi,https://droom.in/product/maruti-suzuki-swift-vxi-2019-673f141ed6bd7260058b4635,2019,Maruti Suzuki,Swift,VXI,38000.0,1.0,Manual,Petrol,Hatchback,DL 3C,Delhi
2022 Maruti Suzuki Ertiga VXi (O) CNG,https://droom.in/product/maruti-suzuki-ertiga-vxi-o-cng-2022-673f469d99ce751d058b456f,2022,Maruti Suzuki,Ertiga,VXI (O) CNG,38000.0,1.0,Manual,CNG,MUV,DL 3C,Delhi
2013 Toyota Innova 2.5 GX 8 STR BS III,https://droom.in/product/toyota-innova-25-gx-8-str-bs-iii-2013-67433973477f52505e8b45ab,2013,Toyota,Innova,2.5 GX 8 STR BS III,125000.0,1.0,Manual,Diesel,MUV,DL 8C,Delhi
2016 Honda Amaze 1.2 VX AT i-VTEC,https://droom.in/product/honda-amaze-12-vx-at-i-vtec-2016-6958fdcf4de557135f8b457d,2016,Honda,Amaze,1.2 VX AT I-VTEC,64057.0,1.0,Automatic,Petrol,Sedan,MH 12,Mumbai
2014 Honda Mobilio V i-DTEC,https://droom.in/product/honda-mobilio-v-i-dtec-2014-68dbcd5e4de557cf0e8b4598,2014,Honda,Mobilio,V I-DTEC,330000.0,1.0,Manual,Diesel,MUV,TN 72,Tirunelveli
2021 Tata Tiago XT CNG,https://droom.in/product/tata-tiago-xt-cng-2021-6811d82abc8f4de01b8b4597,2021,Tata,Tiago,XT CNG,54000.0,1.0,Manual,Petrol + CNG,Hatchback,HR 51,Delhi
2013 Mahindra XUV500 W8,https://droom.in/product/mahindra-xuv500-w8-2013-67a07594676b52535e8b4567,2013,Mahindra,XUV500,W8,72000.0,1.0,Manual,Diesel,SUV,DL 3C,Delhi
2015 Honda Jazz VX i-VTEC,https://droom.in/product/honda-jazz-vx-i-vtec-2015-6738b95fb9bf70f6048b4591,2015,Honda,Jazz,VX I-VTEC,79000.0,2.0,Manual,Petrol,Hatchback,DL 4C,Gurgaon
2022 Tata Safari XZA Plus 6S,https://droom.in/product/tata-safari-xza-plus-6s-2022-673db3d892556d13058b4596,2022,Tata,Safari,XZA Plus 6S,20000.0,1.0,Automated Manual Transmission,Diesel,SUV,DL 3C,delhi
2019 Ford EcoSport Titanium+ 1.5L TDCi,https://droom.in/product/ford-ecosport-titanium-15l-tdci-2019-685168fe4de5579a708b4577,2019,Ford,EcoSport,TITANIUM+ 1.5L TDCI,21000.0,1.0,Manual,Diesel,SUV,DL 12,Delhi
2017 Mercedes-Benz GLE 350 d,https://droom.in/product/mercedes-benz-gle-350-d-2017-679c5d692a0072ed058b45a5,2017,Mercedes-Benz,GLE,350 D,75000.0,1.0,Automatic,Diesel,SUV,DL 3C,Delhi
2012 Skoda Rapid Ambiente 1.6 MPI AT,https://droom.in/product/skoda-rapid-ambiente-16-mpi-at-2012-679c9a084de5579a2f8b4571,2014,Skoda,Rapid,1.6 MPI AMBITION,58000.0,1.0,Manual,Petrol,Sedan,DL 4C,Delhi
2018 Maruti Suzuki Swift ZXi Plus,https://droom.in/product/maruti-suzuki-swift-zxi-plus-2018-6810b03245ea7506068b45aa,2018,Maruti Suzuki,Swift,ZXI PLUS,58000.0,1.0,Manual,Petrol,Hatchback,DL 9C,Delhi
2019 Mahindra XUV500 W11 (O) AT,https://droom.in/product/mahindra-xuv500-w11-o-at-2019-6743273d0ad850d5058b45cc,2019,Mahindra,XUV500,W11 (O) AT,87000.0,1.0,Automatic,Diesel,SUV,DL 10,Delhi
2016 Renault Lodgy 110 PS RXL Stepway 8 STR,https://droom.in/product/renault-lodgy-110-ps-rxl-stepway-8-str-2016-679b31b6f5e769c5058b45cc,2016,Renault,Lodgy,110 PS RXL STEPWAY 8 STR,78000.0,2.0,Manual,Diesel,MUV,UP 14,Delhi
2019 Hyundai Verna 1.6 VTVT SX (O) AT,https://droom.in/product/hyundai-verna-16-vtvt-sx-o-at-2019-673f5a5a99ce7508058b4587,2019,Hyundai,Verna,1.6 VTVT SX (O) AT,78000.0,1.0,Automatic,Petrol,Sedan,DL 4C,Delhi
2014 Hyundai Grand i10 Magna 1.2 Kappa VTVT,https://droom.in/product/hyundai-grand-i10-magna-12-kappa-vtvt-2014-679ce77d744d75e7058b456f,2014,Hyundai,Grand i10,MAGNA 1.2 KAPPA VTVT,56000.0,1.0,Manual,Petrol,Hatchback,DL 9C,Delhi
2016 Skoda Octavia 1.8 TSI Style Plus AT,https://droom.in/product/skoda-octavia-18-tsi-style-plus-at-2016-679380744de5572f5e8b4599,2016,Skoda,Octavia,1.8 TSI STYLE PLUS AT,45000.0,2.0,Automatic,Petrol,Sedan,HR 26,Gurgaon
2014 Honda Amaze 1.5 S i-DTEC,https://droom.in/product/honda-amaze-15-s-i-dtec-2014-68c83107be8e5345058b457a,2014,Honda,Amaze,1.5 S I-DTEC,164236.0,1.0,Manual,Diesel,Sedan,AP 30,Visakhapatnam
2019 Maruti Suzuki Swift VXi,https://droom.in/product/maruti-suzuki-swift-vxi-2019-68a80af139d950fa048b4581,2019,Maruti Suzuki,Swift,VXI,87416.0,1.0,Manual,Petrol,Hatchback,PY 02,Pondicherry
2023 Mahindra Thar LX 4 STR Hard Top Petrol AT,https://droom.in/product/mahindra-thar-lx-4-str-hard-top-petrol-at-2023-6801dab3045d73b7058b458d,2023,Mahindra,Thar,LX 4 STR Hard Top Petrol AT,27000.0,1.0,Automatic,Petrol,SUV,DL 8C,Delhi
2015 Honda City V i-VTEC,https://droom.in/product/honda-city-v-i-vtec-2015-691d803da58953c7048b4567,2015,Honda,City,V I-VTEC,88000.0,1.0,Manual,Petrol,Sedan,MH 14,Pune
2020 Hyundai Venue S 1.2 Petrol,https://droom.in/product/hyundai-venue-s-12-petrol-2020-68a5760566b070425c8b4572,2020,Hyundai,Venue,S 1.2 PETROL,18411.0,1.0,Manual,Petrol,SUV,TN 11,Chennai
2011 Audi A8 L 3.0 TDI QUATTRO,https://droom.in/product/audi-a8-l-30-tdi-quattro-2011-679dc03de5f1515a058b45c1,2011,Audi,A8 L,3.0 TDI QUATTRO,110000.0,2.0,Automatic,Diesel,Sedan,UP 16,Delhi
2020 Hyundai Aura S 1.2 Petrol,https://droom.in/product/hyundai-aura-s-12-petrol-2020-67a2f1c36dd071d9058b4571,2020,Hyundai,Aura,S 1.2 PETROL,50000.0,1.0,Manual,Petrol,Sedan,DL 10,Delhi
2016 Hyundai Creta 1.6 SX+ AT Petrol,https://droom.in/product/hyundai-creta-16-sx-at-petrol-2016-67c009838775752a068b456e,2016,Hyundai,Creta,1.6 SX+ AT Petrol,57000.0,1.0,Automatic,Petrol,SUV,DL 2C,delhi
2015 Maruti Suzuki Ertiga VDi,https://droom.in/product/maruti-suzuki-ertiga-vdi-2015-673b1cd0c67651ce058b4572,2015,Maruti Suzuki,Ertiga,VDI,72000.0,1.0,Manual,Diesel,MUV,DL 3C,Delhi
2021 Kia Seltos HTK Plus 1.5 Diesel,https://droom.in/product/kia-seltos-htk-plus-15-diesel-2021-673b2f9ec67651ba058b45a1,2021,Kia,Seltos,HTK PLUS 1.5 DIESEL,33000.0,1.0,Manual,Diesel,SUV,KA 03,Delhi
2012 Hyundai Verna 1.6 SX,https://droom.in/product/hyundai-verna-16-sx-2012-673b16e825a86f0f068b4579,2012,Hyundai,Verna,1.6 SX,84000.0,1.0,Manual,Petrol,Sedan,DL 3C,Delhi
2020 BMW X5 xDrive40i M Sport BS6,https://droom.in/product/bmw-x5-xdrive40i-m-sport-bs6-2020-6836ca1ef1d57419458b45a8,2020,BMW,X5,xDrive40i M Sport,62000.0,1.0,Automatic,Petrol,SUV,DL 2C,delhi
2019 Maruti Suzuki Ertiga VDi,https://droom.in/product/maruti-suzuki-ertiga-vdi-2019-681efa07e52b71ee668b4576,2019,Maruti Suzuki,Ertiga,VDI,45000.0,2.0,Manual,Diesel,MUV,HR 26,Delhi
2019 Tata Tiago Revotron XZ,https://droom.in/product/tata-tiago-revotron-xz-2019-6912e5fd4de557d3228b4582,2019,Tata,Tiago,REVOTRON XZ,100805.0,1.0,Manual,Petrol,Hatchback,HR 87,Noida
2019 Honda Jazz VX i-VTEC,https://droom.in/product/honda-jazz-vx-i-vtec-2019-6923ed99e6846a36058b4576,2019,Honda,Jazz,VX I-VTEC,21871.0,1.0,Manual,Petrol,Hatchback,TS 07,Hyderabad
2018 Tata Tigor Revotron XZA,https://droom.in/product/tata-tigor-revotron-xza-2018-679e36e3676b5212058b456c,2018,Tata,Tigor,REVOTRON XZA,58000.0,1.0,Automatic,Petrol,Sedan,DL 5C,Delhi
2013 Honda City E i-VTEC,https://droom.in/product/honda-city-e-i-vtec-2013-6798c0e4f66f7023058b4584,2013,Honda,City,E I-VTEC,75152.0,1.0,Manual,Petrol,Sedan,DL 8C,Delhi
2020 Mahindra Bolero Power Plus SLE,https://droom.in/product/mahindra-bolero-power-plus-sle-2020-681b41652a007200748b4571,2020,Mahindra,Bolero,POWER PLUS SLE,156000.0,1.0,Manual,Diesel,SUV,WB 12,Kolkata
2019 Tata Harrier XZ,https://droom.in/product/tata-harrier-xz-2019-673b4287af037203068b456e,2019,Tata,Harrier,XZ,56000.0,1.0,Manual,Diesel,SUV,KA 05,Bangalore
2011 Nissan Micra XV PETROL,https://droom.in/product/nissan-micra-xv-petrol-2011-6763b99b008152fe058b4567,2011,Nissan,Micra,XV PETROL,53141.0,1.0,Manual,Petrol,Hatchback,RJ 19,Jaipur
2022 Maruti Suzuki Wagon R LXi 1.0 CNG,https://droom.in/product/maruti-suzuki-wagon-r-lxi-10-cng-2022-68bef87e800269c1058b4594,2022,Maruti Suzuki,Wagon R,LXI 1.0 CNG,17000.0,1.0,Manual,Petrol + CNG,Hatchback,MH 41,Mumbai
2021 MG Hector Sharp 1.5 Petrol CVT,https://droom.in/product/mg-hector-sharp-15-petrol-cvt-2021-681c97c14de5576a178b458c,2021,MG,Hector,Sharp 1.5 Petrol CVT,41000.0,1.0,Automatic,Petrol,SUV,DL 6C,Delhi
2018 Honda City SV i-VTEC,https://droom.in/product/honda-city-sv-i-vtec-2018-67ff8934e5697348348b456a,2018,Honda,City,SV I-VTEC,58000.0,2.0,Manual,Petrol,Sedan,HR 26,Delhi
2016 Toyota Etios Liva LE Petrol,https://droom.in/product/toyota-etios-liva-le-petrol-2016-679dc4004de557ed6b8b45b8,2016,Toyota,Etios Liva,LE Petrol,72000.0,1.0,Manual,Petrol,Hatchback,DL 9C,Delhi
2016 Hyundai Grand i10 Sportz 1.2 Kappa VTVT,https://droom.in/product/hyundai-grand-i10-sportz-12-kappa-vtvt-2016-694f7600bee76ae6058b456f,2016,Hyundai,Grand i10,SPORTZ 1.2 KAPPA VTVT,52360.0,1.0,Manual,Petrol,Hatchback,TN 09,Chennai
2015 Mercedes-Benz C-Class C 220 d,https://droom.in/product/mercedes-benz-c-class-c-220-d-2015-67fe3eebce1a76b2058b4580,2015,Mercedes-Benz,C-Class,C220 D,23400.0,1.0,Automatic,Diesel,Sedan,HR 70,Chennai
2022 Hyundai Grand i10 Nios Magna AMT 1.2 Kappa VTVT,https://droom.in/product/hyundai-grand-i10-nios-magna-amt-12-kappa-vtvt-2022-67f8d0239e556c0c058b456a,2022,Hyundai,Grand i10 Nios,MAGNA AMT 1.2 KAPPA VTVT,28000.0,1.0,Automated Manual Transmission,Petrol,Hatchback,WB 08,Kolkata
2023 Hyundai Venue S 1.2 Petrol,https://droom.in/product/hyundai-venue-s-12-petrol-2023-6825a3038b2a7359568b45b1,2023,Hyundai,Venue,S 1.2 PETROL,35000.0,1.0,Manual,Petrol,SUV,HR 98,Delhi
2015 Honda Amaze 1.2 S i-VTEC,https://droom.in/product/honda-amaze-12-s-i-vtec-2015-68243d774de557a94f8b458d,2015,Honda,Amaze,1.2 S I-VTEC,55000.0,2.0,Manual,Petrol,Sedan,DL 4C,Delhi
2019 MG Hector Sharp 2.0 Diesel,https://droom.in/product/mg-hector-sharp-20-diesel-2019-695ce42a838e4fbc058b4567,2019,MG,Hector,SHARP 2.0 DIESEL,148000.0,1.0,Manual,Diesel,SUV,KA 28,Vijayapura
2017 Maruti Suzuki Celerio VXi,https://droom.in/product/maruti-suzuki-celerio-vxi-2017-6948ec761b836cfa048b4582,2017,Maruti Suzuki,Celerio,VXI,90562.0,1.0,Manual,Petrol,Hatchback,OD 02,Bhubaneswar
2022 Hyundai Creta EX 1.5 Diesel,https://droom.in/product/hyundai-creta-ex-15-diesel-2022-686241924de557a5518b45af,2022,Hyundai,Creta,EX 1.5 Diesel,56000.0,1.0,Manual,Diesel,SUV,DL 10,Delhi
2020 Mercedes-Benz GLC 200 4MATIC BS6,https://droom.in/product/mercedes-benz-glc-200-4matic-bs6-2020-6836f1ad6f8f749e458b45d8,2020,Mercedes-Benz,GLC,200 4MATIC,27000.0,1.0,Automatic,Petrol,SUV,HP 38,delhi
2022 Kia Seltos HTX 1.5 CVT,https://droom.in/product/kia-seltos-htx-15-cvt-2022-673b25cfc676514a078b4589,2022,Kia,Seltos,HTX 1.5 CVT,22000.0,1.0,Automatic,Petrol,SUV,DL 14,Delhi
2020 Maruti Suzuki Ertiga VXI CNG,https://droom.in/product/maruti-suzuki-ertiga-vxi-cng-2020-681c98cf4de55711178b459a,2020,Maruti Suzuki,Ertiga,VXI CNG BS6,50000.0,1.0,Manual,Petrol + CNG,MUV,DL 11,Delhi
2011 BMW 5 Series 523I,https://droom.in/product/bmw-5-series-523i-2011-686bc1a82ce675cb058b4586,2011,BMW,5 Series,523I,68000.0,1.0,Automatic,Petrol,Sedan,DL 8C,Delhi
2011 Hyundai Verna 1.6 VTVT SX (O),https://droom.in/product/hyundai-verna-16-vtvt-sx-o-2011-68009f89e0494f267a8b457b,2011,Hyundai,Verna,1.6 VTVT SX (O),72000.0,1.0,Manual,Petrol,Sedan,DL 10,Delhi
2023 Hyundai Verna SX 1.5 VTVT IVT,https://droom.in/product/hyundai-verna-sx-15-vtvt-ivt-2023-6890737b4de55759448b4577,2023,Hyundai,Verna,SX 1.5 VTVT IVT,22000.0,1.0,Automatic,Petrol,Sedan,UP 16,Delhi
2020 Hyundai Grand i10 Nios Sportz 1.2 Kappa VTVT,https://droom.in/product/hyundai-grand-i10-nios-sportz-12-kappa-vtvt-2020-67bff766e46f71b6058b4576,2020,Hyundai,Grand i10 Nios,SPORTZ 1.2 KAPPA VTVT,63000.0,1.0,Manual,Petrol,Hatchback,DL 12,delhi
2023 Maruti Suzuki Grand Vitara Delta Smart Hybrid,https://droom.in/product/maruti-suzuki-grand-vitara-delta-smart-hybrid-2023-679b5e5a605a6cef058b4614,2023,Maruti Suzuki,Grand Vitara,Delta Smart Hybrid,12000.0,1.0,Manual,Hybrid,SUV,DL 3C,Delhi
2013 Maruti Suzuki Wagon R LXi,https://droom.in/product/maruti-suzuki-wagon-r-lxi-2013-68a565e74de55795468b458a,2013,Maruti Suzuki,Wagon R,LXI,65259.0,1.0,Manual,Petrol,Hatchback,TN 07,Chennai
2009 Hyundai i10 Sportz 1.2,https://droom.in/product/hyundai-i10-sportz-12-2009-694f8b1cbfe975e8058b458c,2009,Hyundai,i10,SPORTZ 1.2,112952.0,3.0,Manual,Petrol,Hatchback,TN 06,Chennai
2017 Maruti Suzuki Wagon R VXi BS IV,https://droom.in/product/maruti-suzuki-wagon-r-vxi-bs-iv-2017-69552c64fd496d88058b4568,2017,Maruti Suzuki,Wagon R,VXI BS IV,33288.0,1.0,Manual,Petrol,Hatchback,TN 14,Chennai
2016 Maruti Suzuki Vitara Brezza ZDi Plus,https://droom.in/product/maruti-suzuki-vitara-brezza-zdi-plus-2016-694916a493e46dae058b4588,2016,Maruti Suzuki,Vitara Brezza,ZDI PLUS,64631.0,2.0,Manual,Diesel,SUV,TN 02,Chennai
2017 Maruti Suzuki S-Cross Zeta 1.3,https://droom.in/product/maruti-suzuki-s-cross-zeta-13-2017-6946b2ed7c1f6fd9048b4569,2017,Maruti Suzuki,S-Cross,ZETA 1.3,117669.0,1.0,Manual,Diesel,SUV,CG 10,Durg
2020 Renault KWID 1.0 RXT Opt,https://droom.in/product/renault-kwid-10-rxt-opt-2020-679d0ee87ed66913058b4575,2020,Renault,KWID,1.0 RXT OPT,55000.0,1.0,Manual,Petrol,Hatchback,HR 51,Delhi
2013 Maruti Suzuki Ritz VXi,https://droom.in/product/maruti-suzuki-ritz-vxi-2013-679a00a3a0246a5e0c8b45b4,2013,Maruti Suzuki,Ritz,VXI,68208.0,1.0,Manual,Petrol,Hatchback,DL 5C,Delhi
2012 Toyota Fortuner 3.0 4X2 AT,https://droom.in/product/toyota-fortuner-30-4x2-at-2012-678a053525bd70eb038b456e,2012,Toyota,Fortuner,3.0 4X2 AT,120000.0,3.0,Automatic,Diesel,SUV,MH 14,Mumbai
2019 Hyundai Grand i10 Sportz (O) MT 1.2 Kappa VTVT,https://droom.in/product/hyundai-grand-i10-sportz-o-mt-12-kappa-vtvt-2019-679914a54de557ad6d8b456c,2019,Hyundai,Grand i10,SPORTZ (O) MT 1.2 KAPPA VTVT,55000.0,1.0,Manual,Petrol,Hatchback,DL 6C,Delhi
2019 Hyundai Creta 1.6 SX AT Petrol,https://droom.in/product/hyundai-creta-16-sx-at-petrol-2019-6738ca694de557bc658b45f7,2019,Hyundai,Creta,1.6 SX AT Petrol,48000.0,1.0,Automatic,Petrol,SUV,DL 12,Delhi
2020 Hyundai Creta SX 1.5 Petrol CVT BS6,https://droom.in/product/hyundai-creta-sx-15-petrol-cvt-bs6-2020-6890790ababa4fd0058b4567,2020,Hyundai,Creta,SX 1.5 Petrol CVT,58000.0,1.0,Automatic,Petrol,SUV,HR 51,Delhi
2016 Jaguar XF 3.0 S,https://droom.in/product/jaguar-xf-30-s-2016-6798c213f66f701a058b4590,2016,Jaguar,XF,3.0 S,60000.0,1.0,Automatic,Diesel,Sedan,DL 5C,Delhi
2015 Maruti Suzuki Swift DZire LDi,https://droom.in/product/maruti-suzuki-swift-dzire-ldi-2015-673f277bd6bd7276058b4612,2015,Maruti Suzuki,Swift Dzire,LDI,71542.0,1.0,Manual,Diesel,Sedan,DL 3C,Delhi
2020 Hyundai Verna 1.6 VTVT SX (O),https://droom.in/product/hyundai-verna-16-vtvt-sx-o-2020-6810ad8a945c6ef8058b45ca,2020,Hyundai,Verna,1.6 VTVT SX (O),46000.0,1.0,Manual,Petrol,Sedan,DL 12,Delhi
2019 Kia Seltos HTK 1.5 Petrol,https://droom.in/product/kia-seltos-htk-15-petrol-2019-67c0063dbf6f717a058b4567,2019,Kia,Seltos,HTK 1.5 PETROL,65000.0,1.0,Manual,Petrol,SUV,DL 4C,delhi
2025 Toyota Urban Cruiser Hyryder S Hybrid,https://droom.in/product/toyota-urban-cruiser-hyryder-s-hybrid-2025-68372b75db0f5001058b4598,2025,Toyota,Urban Cruiser Hyryder,S Hybrid,11000.0,1.0,Automatic,Hybrid,SUV,DL 3C,Delhi
2019 Toyota Innova Crysta 2.8 ZX AT 7 STR,https://droom.in/product/toyota-innova-crysta-28-zx-at-7-str-2019-683735f0c385750f058b456d,2019,Toyota,Innova Crysta,2.8 ZX AT 7 STR,52000.0,1.0,Automatic,Diesel,MUV,DL 8C,Delhi
2019 Maruti Suzuki Swift VXi,https://droom.in/product/maruti-suzuki-swift-vxi-2019-679b7716f5e769e3058b4632,2019,Maruti Suzuki,Swift,VXI,42000.0,1.0,Manual,Petrol,Hatchback,DL 88,Gurgaon
2015 Volkswagen Polo Comfortline 1.0 Petrol,https://droom.in/product/volkswagen-polo-comfortline-10-petrol-2015-6738bc03ef6252fc058b45da,2015,Volkswagen,Polo,COMFORTLINE 1.0 PETOL,48500.0,1.0,Manual,Petrol,Hatchback,DL 10,Gurgaon
2016 Maruti Suzuki Ciaz Vxi,https://droom.in/product/maruti-suzuki-ciaz-vxi-2016-6738a593c28a755c088b4604,2016,Maruti Suzuki,Ciaz,VXI,72000.0,1.0,Manual,Petrol,Sedan,DL 14,Ghaziabad
